row,narrative,label
5912,"I am filing a complaint against Equifax for failing to propery investigate my disputes regarding inaccuracies in my credit report. 
Despite my submissions, Equifax consistently responds within XXXX hours stating the account is accurate, without providing any evidence of a thorough investigation. 
This practice violates the Fair Credit Reporting Act ( FCRA ), 15 U.S.C. 1681i, which mandates a reasonable investigation of disputes. Furthermore, Equifax 's actions may also contravene the Consumer Financial Protection Act ( CFPA ), 12 U.S.C.

5536 ( a ) ( 1 ) ( A ) - ( B ), as highlighted in the CFPB 's recent administrative proceeding ( File No. XXXX ) against them for similar violations. I request that the CFPB take action to ensure Equifax complies with federal law and provides consumers with the necessary proof of investigation.",
5925,"At XXXXXXXX XXXX I received a XXXX for XXXX from my employer to pay a contractor less than two hours later at XXXX I receive an email from Capital One that my account is being closed and my funds are unable to be withdrawn, I am at the verge of losing my job due to Capital One, failing to provide the services necessary by any bank. I am extremely displeased with the services that they have provided with me. Ive called the branch over six times and they have given me the only option of flying across the country from California to New York to withdraw the cash in person. This is going to cause me to lose my job due to the neglect and failures of capital one as a bank.",
5935,"And XX/XX/2019 I deposited {$29000.00} into SunTrust bank account. SunTrust was not able to give me the lawful money from open account as requested. I was not giving full disclosure of, it came to my attention sun trust fractionalized money is in my account, I never consented to loans to customers are fractionalization of my money.",
5936,"First National Bank of Omaha ( XXXX ) has a BP credit card ( XXXX XXXX ), that my parents have been a member of for the better part of XXXX  years. 

I applied for my own card XXXX months ago and was approved and used the card for that amount of time. A hold was placed on my account, I called and they claimed that they randomly choose accounts to put a hold on and have an employee review them, then take them off after. I asked to have the hold removed and they said they could not move any faster than whoever was tasked to reviewing my account. 

XXXX weeks went by and my card was still on hold, they never emailed me, messaged me, or contacted me at any point about the hold, I had to call them. 

They then mailed me a letter saying my account is closed because of unnecessary risk and exposure to the bank. I have never missed a payment, always paid the entire balance weeks before the due date. This is unacceptable and terrible business operations, my credit score will take a hit as a closed account will be reported, I need answers as they claim they can not re-open the account.",
5943,"We were sent a wire transfer by XXXX of our customers on XX/XX/year> before the wire transfer cutoff time ( Domestic transfers ). The confirmation was provided by the customer. The transfer was to buy the parts required to repair the customers aircraft ( XXXX XXXX commercial aircraft ). The wire transfer was not received on Wednesday, and since Thursday XX/XX/year> was XXXX day, we were forced to wait until Friday XX/XX/year>. The wire was still not received in the account by then, so I attempted on numerous occasions to contact Bank of America to have the wire processed. I was repeatedly transferred between departments and after sitting on hold for XXXX minutes and the recording stating please hold for the next advisor, the system each time would play a recording at XXXX minutes stating all agents were busy please call back later and hang up. I would then call back and repeat the process. This occurred XXXX  times. There was never a resolution received, no information provided, and the wire not posted as of XXXX XXXX  Friday XX/XX/year>. This is the second XXXX Bank of America has done this with the same customer. On Wednesday, XX/XX/year> a wire transfer was received from XXXX of our other customers and appeared in the account XXXX after the customer provided us the confirmation. Not receiving this wire transfer has resulted in XXXX major items ( and numerous smaller items ) : XXXX. XXXX of the parts being purchased was sold, due to non-execution of the purchase order resulting in having to buy another part which was {$30000.00} more expensive XXXX. Customer has cancelled the contract with us for a total of XXXX aircraft, due to lack of confidence, resulting in a loss of {$860000.00} in future income XXXX. The loss of XXXX  day of possible work for myself, by having to remain on the phone with Bank of America for XXXX hours. My labor is billed at {$3000.00} per day.",
5951,"I spoke with experian today and they told me that they dont need proof or my signature or any documents to report negative or any inaccuracies. Pursuant to 15 USC 1681 and Title 15 chapter 94 Experian, XXXX and XXXX are in violation of my rights and my privacy. I did not give any of these reporting agencies any permissions at all. I feel violated and stripped of my rights.",
5959,"I discontinued service with XXXX and transferred to a different carrier on XXXX XXXX, 2015. On XXXX/XXXX/15, eight days later, XXXX referred my account to a collection agency before I even received the final bill from XXXX!! Collection notice was sent to me on XXXX/XXXX/15 threatening to take action.",
5960,The year account was opened my identification documents had been stolen also I was not opened by myself. I was living in a different state at the time account was opened.Theyre trying to collect {$240.00},
5961,"I had 2 accounts with Goldman Sacs when the pandemic happened. After non-payment for a few months, I was contacted by Goldman Sacs with a procedure to get the accounts current. After the first loan was updated, the Goldman Sacs representative stated that they could update the other account also. So, on XX/XX/2020 I made a payment of {$250.00} to both accounts. This was supposed to bring both accounts current. The following month I received a call from their collection department for payment on the 2nd account. I was informed that they could only update one account and the second account was still past due. Until the pandemic, all payments were made on both accounts in a timely manner. Now I was skeptical because of their questionable practices. They turned me over to a collection agency who wanted me to pay them {$4000.00} to set up a payment plan. I did not have that much money to do that at the time. They garnished my checking account and my college son 's account as I am a signer on his account because we opened it when he was underage. I have made an arrangement with the collection agency but I just want to report their questionable practices.",
5966,We asked them to defer to payments because the vehicle that we have XX/XX/year> XXXX XXXX was messed up we had to put XXXX engines in it they deferred XXXX payment then they deferred XXXX more payment but when we had to get out in tank dropped and a few module replaced and asked them to defer that payment they would not they said they did it within they said we still owed a back payment which if they had deferred it they wouldn't be no back payment but therefore we asked of them to defer the payment again and they still wouldn't wish put us behind we can't even drive a vehicle and still have to make payments on it,
5990,"Capital One is not providing access to our direct deposits, which is causing fees for late bills. We can not get through to anyone, and they just keep posting that it's a technical issue, with no information on when we will receive our money or if they'll provide compensation for late fees.",
5992,"In the quiet humdrum of everyday life, a sudden jolt shattered the tranquility : I had become a victim of identity theft. Like a thief in the night, unseen hands had stolen my personal information, plunging me into a bewildering maze of uncertainty. With each fraudulent transaction and unauthorized account, the breach of trust cut deep, leaving me grappling with the unsettling reality of a violated identity. Yet, in the midst of chaos, a glimmer of resilience emerged, a resolve to reclaim what was rightfully mine and restore the harmony stolen by unseen adversaries. These are the following accounts need to be removed : Account Name : XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX, and so on.",
5996,"On  XXXX    XXXX  ,2017 I put in a request for my information to be updated so I could receive a Ac cess Code to send money using wells Fargo sure pay. I rec eived the email stated that my information has been updated and to allow time to receive code. I called on  XXXX   XXXX ,    2017  to get the code and they advised me the ticket was never put in and I would have to wait for another ticket to go in. I was  on the phone with three different representatives for almost 50 minutes just for them to tell me I still hav e to wait. This is BAD SERVICE and it is UNACCEPTABLE!! Clearly, some additional training is needed because work orders are not being handle properly! I feel my business at the bank is not being taking seriously and will be closing this company 's account. I AM TRULY UNSATISFIED WITH THIS COMPANY!!!!",
